english	translation	category	sub_category	source
A very sturdy wooden door.		examine	object	Door
Would be a handy escape for someone trespassing.		examine	object	Window
Only expensive possessions go in here.		examine	object	Wardrobe
I wonder if there's anything valuable left in here.		examine	object	Chest
I wonder if it contains something valuable.		examine	object	Glass case
A wrought iron gate for keeping people in!		examine	object	Gate
A place to work.		examine	object	Table
A pool of fresh water.		examine	object	Bird bath
A glorious shrine to the mighty sun god, Ralos.		examine	object	Shrine of Ralos
Offerings to the great sun god, Ralos.		examine	object	Flowers
A glorious shrine to the mysterious moon god, Ranul.		examine	object	Shrine of Ranul
A shrine dedicated to a Varlamorian who has passed beyond this realm.		examine	object	Shrine
A sturdy barrel used for storing various liquids.		examine	object	Barrel
A sturdy barrel repurposed for storing various weapons.		examine	object	Barrel
A sturdy barrel repurposed for storing various helmets.		examine	object	Barrel
A massive barrel of fine ale.		examine	object	Ale Barrel
A game that features black and white pieces.		examine	object	Boardgame
Where have the game pieces gone?		examine	object	Boardgame
Comfy and soft!		examine	object	Pillow
Lets see... Yep, those are indeed pillows.		examine	object	Pillows
Very protective!		examine	object	Suit of Armour
An impressively tall tree, native to Varlamore.		examine	object	Cypress Tree
A comfy looking bed.		examine	object	Bed
Perfect to take the load off your feet.		examine	object	Bench
A table that is... rectangular...		examine	object	Table
Good for putting things on.		examine	object	Table
These are called shelves. You put things on them.		examine	object	Shelves
Some old wooden steps.		examine	object	Stairs
Where might it lead?		examine	object	Open trapdoor
There's an eerie smell coming from down here.		examine	object	Tunnel
Sturdy!		examine	object	Pillar
The leaves are glistening with luscious health.		examine	object	Potted fan
A sun-blessed seat, fit for royalty.		examine	object	Royal throne
Fancy!		examine	object	Throne
Keeps things up.		examine	object	Pillar
The sheets are worn and tattered.		examine	object	Beds
The worn pages are crusty and smell dusty.		examine	object	Book
Drumming away.		examine	object	Drummer
Ideal for cooking things.		examine	object	Oven
A local fishing boat.		examine	object	Fishing boat
Helps steal fish from the ocean.		examine	object	Crane
Something would normally be displayed here.		examine	object	Empty display
A display showing Dizana's Quiver.		examine	object	Dizana's Quiver
A display showing the Crown of Ralos.		examine	object	Crown of Ralos
A display showing the Cloak of Ranul.		examine	object	Cloak of Ranul
Normally this display would show the armour of a Knight of Varlamore.		examine	object	Empty Display
A display showing some Kualti daggers.		examine	object	Kualti Daggers
A display showing a Kualti dagger.		examine	object	Kualti Dagger
A shield displaying the sigil of Kourend.		examine	object	Kourend Shield
A display showing a copy of the Royal Accord of Twill.		examine	object	Royal Accord of Twill
A display showing an ancient icon of Ralos.		examine	object	Icon of Ralos
A column depicting key events in Kourend's history.		examine	object	Column of Kourend
A column depicting Imafore's Betrayal.		examine	object	Column of Imafore's Betrayal
Normally this display would show a model of Tempestus.		examine	object	Empty display
A display showing the Armour of the Cloud Titan.		examine	object	Armour of the Cloud Titan
A display showing a statue built by the Old Ones.		examine	object	Old One Statue
A display showing the Fang of the Colossal Wyrm.		examine	object	Fang of the Colossal Wyrm
A statue of King Maximus. It was he who ordered the construction of the Fortis Colosseum.		examine	object	Statue of King Maximus
A statue of the mighty Sun Queen, Zyanyi Arkan.		examine	object	Statue of Queen Zyanyi
A statue of the glorious Prince of Varlamore, Itzla Arkan.		examine	object	Statue of Prince Itzla
A statue of the ferocious Fremennik warrior, Freja the Kyatess.		examine	object	Statue of Freja
The statue seems to have been beheaded... How strange.		examine	object	Statue of Emperor Imafore
A place to make sacrifices to Ralos.		examine	object	Libation bowl
Icy to the touch.		examine	object	Exposed altar
There's a large bowl here for sacrifices to Ralos.		examine	object	Shrine
Hot pipes that are used to heat the building.		examine	object	Pipes
With a bit of work, this could be a place for quetzals to land.		examine	object	Unbuilt Landing Site
Where might they lead?		examine	object	Stairs
Return from whence I came.		examine	object	Stairs
Good for hitting.		examine	object	Dummy
There's a cat here!		examine	object	Cat bed
Luscious leaves grow on this bush.		examine	object	Leafy bush
It's seen better days.		examine	object	Rough-looking bush
I wonder what's down there...		examine	object	Crypt staircase
I can use these to eggs-it the crypt.		examine	object	Crypt staircase
It's not lit!		examine	object	Unlit brazier
This trail of chocolate mess leads somewhere.		examine	object	Trail of chocolate
The dirt is disturbed and mixed with chocolate dust. Perhaps something is buried here?		examine	object	Pile of chocolate
Not full of eggs.		examine	object	Easter mine cart
Full of eggs!		examine	object	Easter mine cart
A perch, comfy if you're a bird.		examine	object	Perch
Eggs!		examine	object	Pile of eggs
Presumably full of eggs.		examine	object	Crate
Possibly full of eggs.		examine	object	Crate
Definitely full of eggs.		examine	object	Crate
A giant egg.		examine	object	Giant egg
A stolen egg.		examine	object	Stolen Eggs
Some stolen eggs.		examine	object	Stolen Eggs
An unwrapped egg.		examine	object	Display Eggs
Some eggs.		examine	object	Display Eggs
Shrine to the glory of egg.		examine	object	Altar
A flower.		examine	object	Flowers
Is this some weeds?		examine	object	Fern
Behold the Sacred Egg!		examine	object	Egg Plinth
How did that giant bird fit through this?		examine	object	Door
Perfect for egg transportation.		examine	object	Easter mine cart
Full of zombie pirate loot.		examine	object	Zombie Pirate's Locker
Dispenses a reward after each lap, if you've put enough gold in it.		examine	object	Agility dispenser
A dry stone wall		examine	object	Dry stone wall
Looks like I might be able to fit in there.		examine	object	Crevice
A sturdy-looking, round table.		examine	object	Table
A pit trap that has been set.		examine	object	Pit trap
A pit trap that has been set and baited.		examine	object	Baited pit trap
It's on its last legs.		examine	object	Broken table
It leads to an underground tunnel.		examine	object	Trapdoor
A cell gate.		examine	object	Cell gate
A wanted poster.		examine	object	Wanted poster
A wanted poster asking for information on the individual known as the Dark Squall.		examine	object	Wanted poster
There is a snapdragon seed on it.		examine	object	Counter
There is an enriched snapdragon seed on it.		examine	object	Counter
A snow-covered ledge.		examine	object	Ledge
The ledge of a roof.		examine	object	Ledge
A specially prepared patch.		examine	object	Herb patch
Some fully grown herbs.		examine	object	Herbs
A statue of an ancient hero.		examine	object	Broken statue
In honour of the hero, Hazelmere, who died facing the Mahjarrat known as Lucien.		examine	object	Statue of Hazelmere
In honour of the hero, Turael, who died facing the Mahjarrat known as Lucien.		examine	object	Statue of Turael
In honour of the hero, Duradel, who died facing the Mahjarrat known as Lucien.		examine	object	Statue of Duradel
In honour of the hero, Sloane, who died facing the Mahjarrat known as Lucien.		examine	object	Statue of Sloane
In honour of the hero, Ghommal, who died facing the Mahjarrat known as Lucien.		examine	object	Statue of Ghommal
In honour of the hero, Cyrisus, who died facing the Mahjarrat known as Lucien.		examine	object	Statue of Cyrisus
There's a rope attached here.		examine	object	Rock
Rock on.		examine	object	Rock
Some closed drawers.		examine	object	Drawers
Some open drawers.		examine	object	Drawers
The devastation of Lucien.		examine	object	Rubble
A decorated tile.		examine	object	Tile
A homemade desk.		examine	object	Desk
It might be worth a look inside.		examine	object	Wardrobe
It might be worth searching through.		examine	object	Wardrobe
A place to put your keys.		examine	object	Key rack
It looks to be quite tough.		examine	object	Solid door
A crude table.		examine	object	Table
The metal bars look strong.		examine	object	Gate
Only for pleasant purposes, I'm sure.		examine	object	Chain
An assortment of maps.		examine	object	Map board
Useful for passing over otherwise inaccessible areas.		examine	object	Bridge
I could scale this wall with a bit of effort.		examine	object	Wall
It looks a bit steep!		examine	object	Wall
Used to impede the movement of attacking forces.		examine	object	Barricade
I might be able to climb up it.		examine	object	Ice wall
An empty recess in the wall, next to an etching of a fire symbol.		examine	object	Recess
An empty recess in the wall, next to an etching of an earth symbol.		examine	object	Recess
An empty recess in the wall, next to an etching of an air symbol.		examine	object	Recess
A square block is recessed into the wall, next to an etching of a fire symbol.		examine	object	Recessed block
A square block is recessed into the wall, next to an etching of an earth symbol.		examine	object	Recessed block
A square block is recessed into the wall, next to an etching of an air symbol.		examine	object	Recessed block
A square block is recessed into a hole above a water symbol. There's a second empty recess above a fire symbol.		examine	object	Recessed block
A square block is recessed into a hole above a fire symbol. There's a second empty recess above a water symbol.		examine	object	Recessed block
Two empty recesses sit above fire and water symbols.		examine	object	Recesses
Two square blocks are recessed into holes above fire and water symbols.		examine	object	Recessed blocks
A sinister opening.		examine	object	Opening
An earth symbol is etched into this strange mechanism.		examine	object	Mechanism
A square block has been placed into this strange mechanism.		examine	object	Mechanism
A water symbol is etched into this strange mechanism.		examine	object	Mechanism
An air symbol is etched into this strange mechanism.		examine	object	Mechanism
There's a crawl space through this hole.		examine	object	Cavity
A statue once stood here.		examine	object	Rubble
This statue appears to depict agility.		examine	object	Statue
This statue appears to depict balance.		examine	object	Statue
This statue appears to depict energy.		examine	object	Statue
This statue appears to depict restoration.		examine	object	Statue
This statue appears to depict attacking.		examine	object	Statue
This statue appears to depict strength.		examine	object	Statue
This statue appears to depict defence.		examine	object	Statue
This statue appears to depict combat.		examine	object	Statue
This statue appears to depict ranging.		examine	object	Statue
This statue appears to depict prayer.		examine	object	Statue
This statue appears to depict hunting.		examine	object	Statue
This statue appears to depict fishing.		examine	object	Statue
This statue appears to depict magic.		examine	object	Statue
A large table made of stone.		examine	object	Stone table
It's a bit steep!		examine	object	Wall
There are elemental symbols engraved upon the cube's faces.		examine	object	Stone cube
A very big door with a depiction of Guthix on it.		examine	object	Huge door
Part of a stone circle.		examine	object	Dolmen
A dried-up vine.		examine	object	Dead vine
A flowering vine.		examine	object	Vine flower
An empty brazier.		examine	object	Brazier
Some rocks that have fallen down.		examine	object	Rocks
A broken brazier.		examine	object	Brazier
Burning through ancient magic.		examine	object	Brazier
They possibly didn't understand the command, 'Stop at the edge of the chasm'.		examine	object	Skeletal remains
Looks like the corpse of a follower of Guthix.		examine	object	Skeleton
It's burning with an ethereal white light.		examine	object	Brazier
It's burning with an ethereal blue light.		examine	object	Brazier
A powerful energy surrounds it.		examine	object	Mysterious Stone
It's disappearing!		examine	object	Stone of Jas
This plinth once held the great Stone of Jas.		examine	object	Plinth
An exit out of the crawl space.		examine	object	Hole
A section of broken wall.		examine	object	Broken wall
A depiction of a statuesque human bearing a weighty tome upon his shoulders.		examine	object	Painting
This staircase is carved into the rock.		examine	object	Stairs
It's slightly illuminated.		examine	object	Floor wire
It's not illuminated.		examine	object	Floor wire
A very sturdy bookcase filled with reams of indecipherable writings.		examine	object	Bookcase
This staircase leads up.		examine	object	Spiral staircase
There's something different about the floor here.		examine	object	Floor
This staircase leads down.		examine	object	Spiral staircase
The statue depicts a muscular human carrying a huge tome.		examine	object	Statue
A selection of weights all piled together.		examine	object	Pile of weights
A set of drawers.		examine	object	Drawers
A device for measuring vertical pressure.		examine	object	Pressure gauge
It looks like it's just full of paperwork regarding tedious, everyday details.		examine	object	Waste-paper basket
It looks to be a normal bookcase, filled with the usual old, dusty tomes.		examine	object	Bookcase
There are a few scattered papers on the desk.		examine	object	Desk
There are many papers on the desk, most of which look quite detailed.		examine	object	Desk
It's a small cave dug into the side of the wall.		examine	object	Tunnel
A huge pile of treasure! It looks too good to be true!		examine	object	Treasure pile
It's some sort of strange contraption, but it's not clear what it's supposed to do.		examine	object	Contraption
Decorative tiling of poor craftsmanship.		examine	object	Tiling
A staircase that rose out of the floor.		examine	object	Stairs
This bed appears to be very tough and uncomfortable.		examine	object	Bed
I thought only dragons slept on their valuables.		examine	object	Bed chest
A bed that doubles as a chest is worth investigating.		examine	object	Bed chest
Yep, that was worth investigating.		examine	object	Bed chest
There used to be a pile of coal here.		examine	object	Empty pallet
A very small pile of coal.		examine	object	Coal pile
A small pile of coal.		examine	object	Coal pile
A big pile of coal.		examine	object	Coal pile
A very big pile of coal.		examine	object	Coal pile
There used to be a pile of fire runes here.		examine	object	Empty pallet
A very small pile of fire runes.		examine	object	Fire rune pile
A small pile of fire runes.		examine	object	Fire rune pile
A big pile of fire runes.		examine	object	Fire rune pile
A very big pile of fire runes.		examine	object	Fire rune pile
There used to be a pile of death runes here.		examine	object	Empty pallet
A very small pile of death runes.		examine	object	Death rune pile
A small pile of death runes.		examine	object	Death rune pile
A big pile of death runes.		examine	object	Death rune pile
A very big pile of death runes.		examine	object	Death rune pile
There used to be a pile of magic logs here.		examine	object	Empty pallet
A very small pile of magic logs.		examine	object	Magic logs pile
A small pile of magic logs.		examine	object	Magic logs pile
A big pile of magic logs.		examine	object	Magic logs pile
A very big pile of magic logs.		examine	object	Magic logs pile
Some sort of dial displaying the number 3.		examine	object	Display dial
Some sort of dial displaying the number 2.		examine	object	Display dial
Some sort of dial displaying the number 1.		examine	object	Display dial
Some sort of dial displaying the number 0.		examine	object	Display dial
Crammed with books on every topic.		examine	object	Bookcase
A desk with papers of little interest.		examine	object	Desk
Books on every subject imaginable.		examine	object	Books
A broken furnace.		examine	object	Broken furnace
A well slept-in bed.		examine	object	Bed
A barrel full of an unknown liquid. I hope it's orange juice.		examine	object	Barrel
Quite loose indeed.		examine	object	Loose Railing
A rug adorned with the icon of Deadman.		examine	object	Rug
Someone's left it open.		examine	object	Chest
Doesn't seem overly relevant to me.		examine	object	Scroll
Looks like he's been here a while.		examine	object	Skeleton
Looks awfully sticky.		examine	object	Web tunnel
Looks big and heavy.		examine	object	Web sack
A large display of Araxxor in a venomous cave.		examine	object	Araxxor display
An icy barricade.		examine	object	Ice blockage
Cold and pointy!		examine	object	Ice spike
It's full of bandages.		examine	object	Medical box
Once held bandages.		examine	object	Empty medical box
A large spikey portcullis, built to keep out intruders.		examine	object	Ancient gate
A glorious shrine to the Final Dawn.		examine	object	Shrine of Twilight
This looks to be more comfortable than the cold floor.		examine	object	Pillow
The candles flicker in the slight breeze that flows past them.		examine	object	Altar
Appears to be missing something.		examine	object	Broken statue
A statue holding a strange icon.		examine	object	Statue
Whatever is inside must be ancient.		examine	object	Urn
Words carved into the wall.		examine	object	Markings
Need to be mined to clear the path.		examine	object	Rocks
Some sort of ancient wall carving.		examine	object	Carving
Seems to be disabled.		examine	object	Trap
A very old brazier.		examine	object	Brazier
A very old brazier with a magical orb glowing within it.		examine	object	Brazier
Rather intimidating.		examine	object	Ancient gate
Need a pickaxe?		examine	object	Barrel
An odd platform in the floor.		examine	object	Strange Platform
A way down below.		examine	object	Lift Platform
What's at the bottom of this?		examine	object	Pit
It's got to be warmer up there.		examine	object	Stairs
Could potentially be a route back up.		examine	object	Chain
A way back up.		examine	object	Chain
Looks climbable.		examine	object	Ledge
Looks sturdy enough, but I wouldn't want to jump on it barefoot.		examine	object	Frozen platform
Who put this here?		examine	object	Statue
A very old gate.		examine	object	Ancient gate
A chest of stone.		examine	object	Stone chest
The water trickling down the wall has caused a slippery ledge to form.		examine	object	Icy water
Normally this display would show Xerna's Diadem.		examine	object	Empty display
A display showing Xerna's Diadem.		examine	object	Xerna's Diadem
A weirdly out of place set of tools.		examine	object	Tools
Now how will I fit through there?		examine	object	House window
They lead down to the wine cellar.		examine	object	Stairs
Dangerously red.		examine	object	Antique wine
A way through.		examine	object	Entryway
What's it doing down there?		examine	object	Jug
That's one way to get wine out of a jug.		examine	object	Broken pottery
Lighter than expected.		examine	object	Wine storage
Like a crate, but pocket sized.		examine	object	Small box
Sat a little too close to the ground.		examine	object	Broken stool
Leads to the backstage area.		examine	object	Backstage entrance
Multiple costumes.		examine	object	Costume rack
Even more dangerous than they look.		examine	object	Loose rocks
Is that a way through behind there?		examine	object	Bookshelf
A hidden passage behind a bookshelf. How original.		examine	object	Bookshelf passage
Does this belong down here?		examine	object	Fancy chest
Soggy.		examine	object	Fountain
Supposedly full of costumes.		examine	object	Costume Bag
Where could it lead...		examine	object	Entrance
Pull this to add Aga to the mix!		examine	object	Aga lever
Pull this to add Mox to the mix!		examine	object	Mox lever
Pull this to add Lye to the mix!		examine	object	Lye lever
A workstation used for concentrating mixtures.		examine	object	Retort
A workstation used for homogenising mixtures.		examine	object	Agitator
A workstation used for crystalising mixtures.		examine	object	Alembic
I can deposit Mox, Aga and Lye pastes into this!		examine	object	Hopper
Can be used to refine herbs and unfinished potions into useful reagents!		examine	object	Refiner
Some complicated-looking alchemical machinery.		examine	object	Mixer
Mix-maxxing.		examine	object	Mixer
Carries finished products off to the packing area.		examine	object	Conveyor belt
Where the magic happens.		examine	object	Mixing vessel (Empty)
The mixing vessel. It contains Mammoth-might mix.		examine	object	Mixing vessel (Mammoth-might mix)
The mixing vessel. It contains Mystic mana amalgam.		examine	object	Mixing vessel (Mystic mana amalgam)
The mixing vessel. It contains Marley's moonlight.		examine	object	Mixing vessel (Marley's moonlight)
The mixing vessel. It contains Alco-augmentator.		examine	object	Mixing vessel (Alco-augmentator)
The mixing vessel. It contains Aqualux amalgam.		examine	object	Mixing vessel (Aqualux amalgam)
The mixing vessel. It contains Azure aura mix.		examine	object	Mixing vessel (Azure aura mix)
The mixing vessel. It contains Liplack liquor.		examine	object	Mixing vessel (Liplack liquor)
The mixing vessel. It contains Anti-leech lotion.		examine	object	Mixing vessel (Anti-leech lotion)
The mixing vessel. It contains Megalite liquid.		examine	object	Mixing vessel (Megalite liquid)
The mixing vessel. It contains Mixalot.		examine	object	Mixing vessel (Mixalot)
The clusters of plump leaves glisten in the light.		examine	object	Fern
Doesn't look like its ready to be picked yet.		examine	object	Young digweed
I should pick this before it goes bad!		examine	object	Mature digweed
Several shelves of books relating to Varlamorian alchemy.		examine	object	Lab books
They lead down below.		examine	object	Staircase
Local grain to be used as potion ingredients.		examine	object	Food pot
Cocoa beans to be used as potion ingredients.		examine	object	Food pot
Why does a lab need wine?		examine	object	Wine storage
Lots of wine.		examine	object	Wine storage
The leaves wibble and wobble in the wind.		examine	object	Potted palm
A tree in a pot?		examine	object	Tree
Lots of mushy grapes.		examine	object	Grape storage
Lots of grapes.		examine	object	Grape barrel
Lots to wear.		examine	object	Clothes rack
The worn pages are crusty and dusty.		examine	object	Book
Sitting here will give you splinters.		examine	object	Table
Packed with crunchy nutrition.		examine	object	Table
Comes with wine!		examine	object	Table
The smell of wine is strong from here...		examine	object	Cellar entrance
A massive barrel of fine wine.		examine	object	Wine barrel
It's reassuring to see that the bank's spending money wisely.		examine	object	Chandelier
Used by the actors and actresses.		examine	object	Vanity
Helps you look good.		examine	object	Vanity
A nice nest.		examine	object	Nest
Notes from someone's lab work.		examine	object	Lab notes
Is that wine?		examine	object	Fountain
A strange campfire with green flames.		examine	object	Campfire
A big fern.		examine	object	Fern
A very leafy plant.		examine	object	Bush
Full of juicy berries!		examine	object	Berry bush
It seems as though this cabbage was ditched in a hurry...		examine	object	Cabbage evidence
Termites scurry within.		examine	object	Termite mound
A bundle of hay. Perfect for a hard landing!		examine	object	Landing Spot
I should scoop these up.		examine	object	Termites
A rope to hang on.		examine	object	Rope
A well equipped buffalo.		examine	object	Bank buffalo
Blocks the path up the mountain.		examine	object	Chain
A flag marking a place for people to meet.		examine	object	Meeting flag
It's blocking the way up.		examine	object	The Hueycoatl
The Hueycoatl lurks inside.		examine	object	Cave
It's charging up...		examine	object	Glowing symbol
Emanating powerful magic.		examine	object	Magic brazier
Absorbing the power of magical protection prayers.		examine	object	Magic brazier
The engraving seems dormant.		examine	object	Magic engraving
20% of the engraving is glowing.		examine	object	Magic engraving
40% of the engraving is glowing.		examine	object	Magic engraving
60% of the engraving is glowing.		examine	object	Magic engraving
80% of the engraving is glowing.		examine	object	Magic engraving
The entire engraving is glowing!		examine	object	Magic engraving
Absorbing the power of ranged protection prayers.		examine	object	Ranged brazier
Absorbing the power of melee protection prayers.		examine	object	Melee brazier
I could slide down that.		examine	object	Slope
A very ornate chest.		examine	object	Chest
It's telling me something...		examine	object	Pillar
A dark and frozen cave entrance.		examine	object	Cave entrance
There's a monster in this mountain...		examine	object	Cave entrance
A place to seek refuge from the harsh wind and snow.		examine	object	Shabby tent
A mysterious and ancient obelisk.		examine	object	Obelisk
A mysterious statue of a hand.		examine	object	Obelisk Hand
A formidable looking gate.		examine	object	Gate
A huasca is growing in this patch.		examine	object	Huasca
Some huasca seeds have been sown in this patch.		examine	object	Huasca
A fully grown huasca.		examine	object	Huasca
Shelves full of alchemy equipment.		examine	object	Shelves
An open crate full of magical mystery rewards.		examine	object	Reward Cart
Big turnips.		examine	object	Jack-O-Lantern
Opinion of crows: Get them off me!		examine	object	Scarecrow
Opinion of crows: There's lots of good eating on them.		examine	object	Scarecrow
Opinion of crows: ...		examine	object	Scarecrow
Opinion of crows: I love them, they're so clever and fluffy!		examine	object	Scarecrow
Opinion of crows: Haha! They tickle!		examine	object	Scarecrow
Opinion of crows: I cannot believe them. They can't be real.		examine	object	Scarecrow
Opinion of crows: Absolutely seething at their disrespect of fields.		examine	object	Scarecrow
Opinion of crows: Look how they massacred my field!		examine	object	Scarecrow
Opinion of crows: I can't summon the strength to care.		examine	object	Scarecrow
That is a lovely beige pumpkin plant.		examine	object	Beige pumpkins
That is a lovely white pumpkin plant.		examine	object	White pumpkins
That is a lovely yellow pumpkin plant.		examine	object	Yellow pumpkins
That is a lovely orange pumpkin plant.		examine	object	Orange pumpkins
That is a lovely red pumpkin plant.		examine	object	Red pumpkins
That is a lovely dark green pumpkin plant.		examine	object	Dark green pumpkins
That is a lovely powder grey pumpkin plant.		examine	object	Powder grey pumpkins
That is a lovely beige pumpkin seedling.		examine	object	Beige pumpkin seedling
That is a lovely white pumpkin seedling.		examine	object	White pumpkin seedling
That is a lovely yellow pumpkin seedling.		examine	object	Yellow pumpkin seedling
That is a lovely orange pumpkin seedling.		examine	object	Orange pumpkin seedling
That is a lovely red pumpkin seedling.		examine	object	Red pumpkin seedling
That is a lovely dark green pumpkin seedling.		examine	object	Dark green pumpkin seedling
That is a lovely powder grey pumpkin seedling.		examine	object	Powder grey pumpkin seedling
There is nothing there, but it could look nice with a pumpkin plant.		examine	object	Pumpkin patch
A bin for storing pumpkins.		examine	object	Storage bin
For carving pumpkins.		examine	object	Pumpkin carving table
That's a lot of mess you just made.		examine	object	Pumpkin carving table
It's missing something to be quite scary enough.		examine	object	Scarecrow
Here is recorded for posterity all the times I robbed this place.		examine	object	Mural
It looks like something is down there.		examine	object	Cave
They lead deeper into the mastaba.		examine	object	Stairs
They lead back to the upper level of the mastaba.		examine	object	Stairs
It wobbles very suspiciously.		examine	object	Blue tile
The statue of Het is holding out an Echo pickaxe.		examine	object	Statue
The statue of Het is holding out a trailblazer reloaded pickaxe.		examine	object	Statue
Wait, isn't it my echo pickaxe?		examine	object	Cavity
Wait, isn't it my trailblazer reloaded pickaxe?		examine	object	Cavity
A limestone pedestal with a bronze trophy from the Raging Echoes League.		examine	object	Trophy pedestal
A limestone pedestal with an iron trophy from the Raging Echoes League.		examine	object	Trophy pedestal
A limestone pedestal with a steel trophy from the Raging Echoes League.		examine	object	Trophy pedestal
A limestone pedestal with a mithril trophy from the Raging Echoes League.		examine	object	Trophy pedestal
A limestone pedestal with an adamant trophy from the Raging Echoes League.		examine	object	Trophy pedestal
A limestone pedestal with a rune trophy from the Raging Echoes League.		examine	object	Trophy pedestal
A limestone pedestal with a dragon trophy from the Raging Echoes League.		examine	object	Trophy pedestal
A marble pedestal with a bronze trophy from the Raging Echoes League.		examine	object	Ornate trophy pedestal
A marble pedestal with an iron trophy from the Raging Echoes League.		examine	object	Ornate trophy pedestal
A marble pedestal with a steel trophy from the Raging Echoes League.		examine	object	Ornate trophy pedestal
A marble pedestal with a mithril trophy from the Raging Echoes League.		examine	object	Ornate trophy pedestal
A marble pedestal with an adamant trophy from the Raging Echoes League.		examine	object	Ornate trophy pedestal
A marble pedestal with a rune trophy from the Raging Echoes League.		examine	object	Ornate trophy pedestal
A marble pedestal with a dragon trophy from the Raging Echoes League.		examine	object	Ornate trophy pedestal
A stand displaying a banner from Leagues V - Raging Echoes.		examine	object	Banner stand
An ornate stand displaying a banner from Leagues V - Raging Echoes.		examine	object	Ornate banner stand
An oak outfit stand displaying a set of Raging Echo Relic Hunter (T1)		examine	object	Oak outfit stand
An oak outfit stand displaying a set of Raging Echo Relic Hunter (T2)		examine	object	Oak outfit stand
An oak outfit stand displaying a set of Raging Echo Relic Hunter (T3)		examine	object	Oak outfit stand
A mahogany outfit stand displaying a set of Raging Echo Relic Hunter (T1)		examine	object	Mahogany outfit stand
A mahogany outfit stand displaying a set of Raging Echo Relic Hunter (T2)		examine	object	Mahogany outfit stand
A mahogany outfit stand displaying a set of Raging Echo Relic Hunter (T3)		examine	object	Mahogany outfit stand
It harnesses the power of Raging Echoes.		examine	object	Scrying pool
Lightning and brimstone.		examine	object	Echoing flames
These are trampled!		examine	object	Broken Sunflowers
Not facing the sun anymore.		examine	object	Sunflowers
Someone has been trying to find the moles.		examine	object	Dog Burrow
Which of the dogs now has fresh breath?		examine	object	Broken candy canes
They have suspicious teeth marks.		examine	object	Broken candy canes
I don't want it.		examine	object	Frozen Throne
I could probably climb through this!		examine	object	Tunnel
This place looks very high.		examine	object	Tunnel
A magnificent heat emanates from the ancient book that rests upon the plinth.		examine	object	Book of Eternal Flame
A rumbling power emanates from the ancient book that rests upon the plinth.		examine	object	Book of Earthen Might
A howling wind emanates from the ancient book that rests upon the plinth.		examine	object	Book of Storms
Molten hot.		examine	object	Lava
Ice cold.		examine	object	Ice
Rages fiercely.		examine	object	Fire
Razor sharp.		examine	object	Icicles
A raging gateway to your dreams.		examine	object	Portal Nexus
A rug adorned with the icon of Raging Echoes.		examine	object	Rug
A fearsome yet stylish souvenir from Leagues V: Raging Echoes.		examine	object	Rug
There's a theme going on.		examine	object	Birthday Balloons
Not for popping.		examine	object	Birthday Balloons
Biscuits and Party Pete's famous deviled eggs.		examine	object	Table
A place for mounting the stuffed heads of your defeated foes!		examine	object	Teak display
A trophy of a mighty dragon-slayer!		examine	object	KBD heads
A trophy of a mighty kalphite slayer!		examine	object	KQ head
A trophy of a mighty dragon slayer!		examine	object	Vorkath head
A trophy of a mighty hydra slayer!		examine	object	Alchemical Hydra
A place for mounting stuffed fish.		examine	object	Oak display
There are some buckets on this table.		examine	object	Table
There are some rune pouches here.		examine	object	Table
A tragic story of how creations degrade. Time is cruel.		examine	object	Broken gibbet
Why would this be here?		examine	object	Curiously positioned crate of carrots
A trail of carrots leads off from this crate...		examine	object	Curiously positioned crate of carrots
I wonder why these are here?		examine	object	Conspicuous carrot scraps
Hmm yes, these carrots are made out of carrot.		examine	object	Carrot scraps
Spiky and loose. Descending it would be challenging.		examine	object	Chain
Suspicious indeed!		examine	object	Suspicious carrot scraps
More carrots... Hmm...		examine	object	Carrot scraps
That's one ominous looking pedestal.		examine	object	Stone pedestal
A regular bush. Mind your own business!		examine	object	Bush
Looks like a very large rabbit could get inside.		examine	object	Hole
Goes up AND down!		examine	object	Ladder
Why are these carrots so big?		examine	object	Crate
A fiery throne, fit for only the strongest demons.		examine	object	Yama's throne
Proudly displaying his previous victims...		examine	object	Pile of skulls
It's not fully assembled yet.		examine	object	Market stall
Full of fresh produce.		examine	object	Market stall
Full of big eggs.		examine	object	Market stall
Great for squashing juice out of things.		examine	object	Juice press
Squishy!		examine	object	Sack of grapes
Full of dried fruit.		examine	object	Sack of raisins
Full of old books and papers.		examine	object	Old bookcase
Bowling for carrot soup.		examine	object	Carrot Pin
Burning with infernal energy.		examine	object	Fire
A demonic glyph.		examine	object	Glyph
Depleted of shadowy energy.		examine	object	Glyph
Depleted of fiery energy.		examine	object	Glyph
A puddle of endless shadows.		examine	object	Shadow pool
A bunch of rocks. There doesn't look to be anything left in them.		examine	object	Infernal shale deposit (Depleted)
Viscous and shiny.		examine	object	Pool of ichor
Used for forging infernal metals.		examine	object	Anvil
It looks like I could probably drop on to the platform below.		examine	object	Platform edge
If I fell through that gap it would be pretty bad.		examine	object	Gap
A magical portal.		examine	object	Mysterious Portal
I might be able to jump over this.		examine	object	Barrier
Probably where Bryophyta keeps all of her valuables.		examine	object	Chest
Probably where Obor keeps all of his valuables.		examine	object	Chest
Lightning is burtsting forth from the infernal portal!		examine	object	Torch
A notice board covered in posters.		examine	object	Notice board
What could have left this?		examine	object	Puddle
A place to go to sleep.		examine	object	Bed
